45.39152;9.19574;1
45.40061;9.18236;1
45.40113;9.15457;1
45.40202;9.18190;1
45.40322;9.15767;1
45.40407;9.15687;1
45.40438;9.15727;1
45.40445;9.20827;1
45.40509;9.20935;1
45.40581;9.18846;1
45.40806;9.15923;1
45.40878;9.22126;1
45.40904;9.17505;1
45.41266;9.17178;1
45.41277;9.20569;1
45.41294;9.24045;1
45.41302;9.17170;1
45.41331;9.17075;1
45.41374;9.16279;1
45.41398;9.21168;1
45.41400;9.16267;1
45.41409;9.16241;1
45.41436;9.17518;1
45.41459;9.17091;1
45.41501;9.17323;1
45.41516;9.16355;1
45.41517;9.17533;1
45.41664;9.20480;1
45.41672;9.24153;1
45.41695;9.17813;1
45.41724;9.17203;1
45.41743;9.16466;1
45.41843;9.17616;1
45.41852;9.19438;1
45.41856;9.16539;1
45.41867;9.23786;1
45.41945;9.16549;1
45.41978;9.17326;1
45.42054;9.16644;1
45.42120;9.16693;1
45.42125;9.25372;1
45.42200;9.16752;1
45.42213;9.17757;1
45.42245;9.20239;1
45.42285;9.17773;1
45.42287;9.17404;1
45.42298;9.17729;1
45.42422;9.16819;1
45.42452;9.25299;1
45.42487;9.25259;1
45.42531;9.25194;1
45.42546;9.20349;1
45.42562;9.25178;1
45.42591;9.25167;1
45.42596;9.17352;1
45.42604;9.19064;1
45.42664;9.25049;1
45.42668;9.24547;1
45.42683;9.17357;1
45.42693;9.17014;1
45.42720;9.20324;1
45.42744;9.17059;1
45.42745;9.20444;1
45.42776;9.24931;1
45.42788;9.27091;1
45.42794;9.17313;1
45.42804;9.24882;1
45.42835;9.22801;1
45.42845;9.19583;1
45.42864;9.15072;1
45.42878;9.17131;1
45.42888;9.25731;1
45.42923;9.17987;1
45.42953;9.17181;1
45.42965;9.20761;1
45.42999;9.17311;1
45.43009;9.17332;1
45.43010;9.16673;1
45.43025;9.17629;1
45.43035;9.24514;1
45.43042;9.16277;1
45.43044;9.18135;1
45.43055;9.17901;1
45.43061;9.15806;1
45.43062;9.17754;1
45.43084;9.15719;1
45.43103;9.15712;1
45.43105;9.18036;1
45.43124;9.24328;1
45.43146;9.15560;1
45.43151;9.18016;1
45.43155;9.19249;1
45.43160;9.20163;1
45.43165;9.18634;1
45.43167;9.25194;1
45.43210;9.22408;1
45.43211;9.17752;1
45.43211;9.17322;1
45.43214;9.19164;1
45.43230;9.18241;1
45.43234;9.19356;1
45.43234;9.20233;1
45.43236;9.14716;1
45.43247;9.15874;1
45.43248;9.17406;1
45.43265;9.20156;1
45.43266;9.20499;1
45.43272;9.12498;1
45.43283;9.20105;1
45.43288;9.20164;1
45.43288;9.20157;1
45.43299;9.14923;1
45.43303;9.15755;1
45.43303;9.17774;1
45.43305;9.17408;1
45.43307;9.17868;1
45.43308;9.22398;1
45.43322;9.18319;1
45.43338;9.22033;1
45.43340;9.24117;1
45.43342;9.22184;1
45.43363;9.17310;1
45.43374;9.17406;1
45.43375;9.14493;1
45.43383;9.18361;1
45.43386;9.15429;1
45.43396;9.17785;1
45.43400;9.14797;1
45.43418;9.22092;1
45.4342;9.14468;1
45.43425;9.23597;1
45.43437;9.17210;1
45.43447;9.15453;1
45.43452;9.22450;1
45.43453;9.22403;1
45.43456;9.19069;1
45.43469;9.22460;1
45.43472;9.22736;1
45.43475;9.20473;1
45.43475;9.18493;1
45.43487;9.18367;1
45.43490;9.17645;1
45.43490;9.17259;1
45.43492;9.18073;1
45.43499;9.17421;1
45.43512;9.23526;1
45.43524;9.15455;1
45.43530;9.18833;1
45.43536;9.20118;1
45.43538;9.23429;1
45.43571;9.20442;1
45.43576;9.24416;1
45.43580;9.15458;1
45.43582;9.15781;1
45.43590;9.24796;1
45.43595;9.20222;1
45.43600;9.18754;1
45.43612;9.22407;1
45.43623;9.21793;1
45.43634;9.21591;1
45.43636;9.20081;1
45.43643;9.21570;1
45.43646;9.16519;1
45.43648;9.16918;1
45.43649;9.20492;1
45.43660;9.20469;1
45.43665;9.23173;1
45.43666;9.19146;1
45.43672;9.22264;1
45.43674;9.21309;1
45.43677;9.21313;1
45.43680;9.15496;1
45.43680;9.20949;1
45.43680;9.15428;1
45.43681;9.21792;1
45.43691;9.21958;1
45.43691;9.21276;1
45.43693;9.21186;1
45.43693;9.15466;1
45.43696;9.21722;1
45.43697;9.15930;1
45.43701;9.22406;1
45.43704;9.19400;1
45.43705;9.20042;1
45.43707;9.14838;1
45.43708;9.19647;1
45.43711;9.16327;1
45.43712;9.19350;1
45.43714;9.14996;1
45.43714;9.15061;1
45.43715;9.21398;1
45.43721;9.19669;1
45.43722;9.19595;1
45.43722;9.17918;1
45.43723;9.15513;1
45.43725;9.18254;1
45.43726;9.18138;1
45.43729;9.17958;1
45.43734;9.19814;1
45.43734;9.18558;1
45.43735;9.16450;1
45.43735;9.18080;1
45.4374;9.18780;1
45.43740;9.15845;1
45.43744;9.15657;1
45.43745;9.15511;1
45.43745;9.17437;1
45.43749;9.15509;1
45.43751;9.15511;1
45.43755;9.21975;1
45.43763;9.20034;1
45.43764;9.16300;1
45.43764;9.17308;1
45.43769;9.18931;1
45.4377;9.20013;1
45.43773;9.15435;1
45.43784;9.24056;1
45.43790;9.18203;1
45.43793;9.12276;1
45.43796;9.14079;1
45.43797;9.21934;1
45.43800;9.17950;1
45.43801;9.17518;1
45.43801;9.17508;1
45.43803;9.20126;1
45.43803;9.22423;1
45.43811;9.17849;1
45.43813;9.22011;1
45.43814;9.20011;1
45.43819;9.17665;1
45.43819;9.15345;1
45.43823;9.18359;1
45.43823;9.23016;1
45.43836;9.22465;1
45.43836;9.16246;1
45.43845;9.19992;1
45.43848;9.16463;1
45.43850;9.14119;1
45.43851;9.16828;1
45.43854;9.26508;1
45.43856;9.19658;1
45.43859;9.17828;1
45.43865;9.1842;1
45.43865;9.15532;1
45.43867;9.21852;1
45.43870;9.15518;1
45.43876;9.20771;1
45.43878;9.16048;1
45.43878;9.18368;1
45.43884;9.16258;1
45.43885;9.14915;1
45.43888;9.19597;1
45.43889;9.13742;1
45.43891;9.20008;1
45.43898;9.22169;1
45.43904;9.22572;1
45.43907;9.19542;1
45.43908;9.22953;1
45.43910;9.22459;1
45.43912;9.22389;1
45.43914;9.21829;1
45.43917;9.16251;1
45.43920;9.15349;1
45.43925;9.22254;1
45.43926;9.15491;1
45.43932;9.18183;1
45.43933;9.17938;1
45.43938;9.22559;1
45.43940;9.22645;1
45.43947;9.15258;1
45.43951;9.23383;1
45.43956;9.15177;1
45.43956;9.15079;1
45.43963;9.12696;1
45.43963;9.20377;1
45.43965;9.20324;1
45.43966;9.20033;1
45.43968;9.17488;1
45.43970;9.22521;1
45.43974;9.13001;1
45.43975;9.19976;1
45.43976;9.22172;1
45.43976;9.20494;1
45.43984;9.20649;1
45.43991;9.22152;1
45.43997;9.20025;1
45.43997;9.26413;1
45.44004;9.15356;1
45.44007;9.13709;1
45.44017;9.22333;1
45.44026;9.12772;1
45.44027;9.21099;1
45.44028;9.22312;1
45.44030;9.18514;1
45.44035;9.21407;1
45.44041;9.21032;1
45.44042;9.1278;1
45.44043;9.21466;1
45.44044;9.11753;1
45.44047;9.22234;1
45.44051;9.22531;1
45.4406;9.21561;1
45.44063;9.17864;1
45.44067;9.17554;1
45.44072;9.17260;1
45.44088;9.20041;1
45.44089;9.21242;1
45.44089;9.21449;1
45.44090;9.21373;1
45.44092;9.22452;1
45.44094;9.21264;1
45.44099;9.12983;1
45.44104;9.22377;1
45.44105;9.22166;1
45.44116;9.14075;1
45.44121;9.22964;1
45.44124;9.22113;1
45.44125;9.22459;1
45.44134;9.11934;1
45.44135;9.21268;1
45.44135;9.21384;1
45.44137;9.17527;1
45.44142;9.17891;1
45.44142;9.20334;1
45.44148;9.19973;1
45.44160;9.18481;1
45.44161;9.14580;1
45.44162;9.22032;1
45.44164;9.11996;1
45.44165;9.15367;1
45.44166;9.14989;1
45.44177;9.15408;1
45.44183;9.17610;1
45.44183;9.22139;1
45.44186;9.15312;1
45.44187;9.18774;1
45.44196;9.22426;1
45.44209;9.14471;1
45.44209;9.17871;1
45.44214;9.14635;1
45.44215;9.21767;1
45.44216;9.22543;1
45.44218;9.15541;1
45.44221;9.26432;1
45.44225;9.15489;1
45.44239;9.21518;1
45.44240;9.15483;1
45.44243;9.19320;1
45.44251;9.17616;1
45.44252;9.12322;1
45.44258;9.17565;1
45.44263;9.15485;1
45.44265;9.26433;1
45.44267;9.14840;1
45.44280;9.14765;1
