data;hour;totale;areac
2013-01-01;00;975;0
2013-01-01;00;1778;0
2013-01-01;01;2206;0
2013-01-01;01;2422;0
2013-01-01;02;2364;0
2013-01-01;02;1989;0
2013-01-01;03;1599;0
2013-01-01;03;1398;0
2013-01-01;04;1216;0
2013-01-01;04;1056;0
2013-01-01;05;937;0
2013-01-01;05;913;0
2013-01-01;06;748;0
2013-01-01;06;835;0
2013-01-01;07;484;0
2013-01-01;07;531;0
2013-01-01;08;524;0
2013-01-01;08;530;0
2013-01-01;09;692;0
2013-01-01;09;930;0
2013-01-01;10;1239;0
2013-01-01;10;1390;0
2013-01-01;11;1680;0
2013-01-01;11;1848;0
2013-01-01;12;1904;0
2013-01-01;12;1876;0
2013-01-01;13;1633;0
2013-01-01;13;1464;0
2013-01-01;14;1486;0
2013-01-01;14;1834;0
2013-01-01;15;2140;0
2013-01-01;15;2408;0
2013-01-01;16;2816;0
2013-01-01;16;2680;0
2013-01-01;17;2688;0
2013-01-01;17;2606;0
2013-01-01;18;2350;0
2013-01-01;18;2135;0
2013-01-01;19;2145;0
2013-01-01;19;2058;0
2013-01-01;20;1736;0
2013-01-01;20;1400;0
2013-01-01;21;1310;0
2013-01-01;21;1169;0
2013-01-01;22;1168;0
2013-01-01;22;1050;0
2013-01-01;23;964;0
2013-01-01;23;882;0
2013-01-02;00;681;0
2013-01-02;00;495;0
2013-01-02;01;347;0
2013-01-02;01;288;0
2013-01-02;02;202;0
2013-01-02;02;170;0
2013-01-02;03;148;0
2013-01-02;03;167;0
2013-01-02;04;217;0
2013-01-02;04;299;0
2013-01-02;05;446;0
2013-01-02;05;755;0
2013-01-02;06;972;0
2013-01-02;06;1806;0
2013-01-02;07;2368;0
2013-01-02;07;2462;0
2013-01-02;08;2826;0
2013-01-02;08;3162;0
2013-01-02;09;3045;0
2013-01-02;09;3158;0
2013-01-02;10;3310;0
2013-01-02;10;3438;0
2013-01-02;11;3418;0
2013-01-02;11;3279;0
2013-01-02;12;3047;0
2013-01-02;12;2875;0
2013-01-02;13;2567;0
2013-01-02;13;2476;0
2013-01-02;14;2840;0
2013-01-02;14;3073;0
2013-01-02;15;3272;0
2013-01-02;15;3229;0
2013-01-02;16;3085;0
2013-01-02;16;3205;0
2013-01-02;17;3123;0
2013-01-02;17;3215;0
2013-01-02;18;3078;0
2013-01-02;18;2924;0
2013-01-02;19;2636;0
2013-01-02;19;2766;0
2013-01-02;20;2254;0
2013-01-02;20;1801;0
2013-01-02;21;1518;0
2013-01-02;21;1436;0
2013-01-02;22;1512;0
2013-01-02;22;1335;0
2013-01-02;23;1279;0
2013-01-02;23;1075;0
2013-01-03;00;889;0
2013-01-03;00;672;0
2013-01-03;01;498;0
2013-01-03;01;396;0
2013-01-03;02;322;0
2013-01-03;02;237;0
2013-01-03;03;170;0
2013-01-03;03;192;0
2013-01-03;04;225;0
2013-01-03;04;336;0
2013-01-03;05;501;0
2013-01-03;05;768;0
2013-01-03;06;1012;0
2013-01-03;06;1835;0
2013-01-03;07;2406;0
2013-01-03;07;2749;0
2013-01-03;08;3249;0
2013-01-03;08;3837;0
2013-01-03;09;3733;0
2013-01-03;09;3882;0
2013-01-03;10;3851;0
2013-01-03;10;3898;0
2013-01-03;11;3916;0
2013-01-03;11;3550;0
2013-01-03;12;3220;0
2013-01-03;12;3072;0
2013-01-03;13;2739;0
2013-01-03;13;2719;0
2013-01-03;14;3061;0
2013-01-03;14;3385;0
2013-01-03;15;3456;0
2013-01-03;15;3498;0
2013-01-03;16;3315;0
2013-01-03;16;3277;0
2013-01-03;17;3352;0
2013-01-03;17;3452;0
2013-01-03;18;3580;0
2013-01-03;18;3350;0
2013-01-03;19;3113;0
2013-01-03;19;3120;0
2013-01-03;20;2617;0
2013-01-03;20;2051;0
2013-01-03;21;1682;0
2013-01-03;21;1495;0
2013-01-03;22;1627;0
2013-01-03;22;1518;0
2013-01-03;23;1440;0
2013-01-03;23;1289;0
2013-01-04;00;1037;0
2013-01-04;00;845;0
2013-01-04;01;583;0
2013-01-04;01;489;0
2013-01-04;02;340;0
2013-01-04;02;267;0
2013-01-04;03;226;0
2013-01-04;03;208;0
2013-01-04;04;301;0
2013-01-04;04;389;0
2013-01-04;05;539;0
2013-01-04;05;778;0
2013-01-04;06;986;0
2013-01-04;06;1759;0
2013-01-04;07;2448;0
2013-01-04;07;2716;0
2013-01-04;08;3180;0
2013-01-04;08;3807;0
2013-01-04;09;3801;0
2013-01-04;09;4050;0
2013-01-04;10;4061;0
2013-01-04;10;4129;0
2013-01-04;11;3919;0
2013-01-04;11;3878;0
2013-01-04;12;3299;0
2013-01-04;12;3221;0
2013-01-04;13;2928;0
2013-01-04;13;2774;0
2013-01-04;14;2992;0
2013-01-04;14;3563;0
2013-01-04;15;3780;0
2013-01-04;15;3606;0
2013-01-04;16;3506;0
2013-01-04;16;3595;0
2013-01-04;17;3619;0
2013-01-04;17;3583;0
2013-01-04;18;3531;0
2013-01-04;18;3293;0
2013-01-04;19;3164;0
2013-01-04;19;3340;0
2013-01-04;20;2839;0
2013-01-04;20;2563;0
2013-01-04;21;2098;0
2013-01-04;21;1959;0
2013-01-04;22;2068;0
2013-01-04;22;1964;0
2013-01-04;23;1997;0
2013-01-04;23;1882;0
2013-01-05;00;1623;0
2013-01-05;00;1345;0
2013-01-05;01;1157;0
2013-01-05;01;884;0
2013-01-05;02;723;0
2013-01-05;02;590;0
2013-01-05;03;476;0
2013-01-05;03;417;0
2013-01-05;04;448;0
2013-01-05;04;440;0
2013-01-05;05;483;0
2013-01-05;05;596;0
2013-01-05;06;745;0
2013-01-05;06;1114;0
2013-01-05;07;1132;0
2013-01-05;07;1452;0
2013-01-05;08;1568;0
2013-01-05;08;1986;0
2013-01-05;09;2630;0
2013-01-05;09;3465;0
2013-01-05;10;3861;0
2013-01-05;10;4152;0
2013-01-05;11;4172;0
2013-01-05;11;4322;0
2013-01-05;12;3983;0
2013-01-05;12;3800;0
2013-01-05;13;3411;0
2013-01-05;13;3040;0
2013-01-05;14;3242;0
2013-01-05;14;3858;0
2013-01-05;15;4262;0
2013-01-05;15;4552;0
2013-01-05;16;4658;0
2013-01-05;16;4727;0
2013-01-05;17;4382;0
2013-01-05;17;4051;0
2013-01-05;18;3907;0
2013-01-05;18;3799;0
2013-01-05;19;3728;0
2013-01-05;19;3738;0
2013-01-05;20;3535;0
2013-01-05;20;3180;0
2013-01-05;21;2547;0
2013-01-05;21;2330;0
2013-01-05;22;2435;0
2013-01-05;22;2486;0
2013-01-05;23;2560;0
2013-01-05;23;2570;0
2013-01-06;00;2282;0
2013-01-06;00;1952;0
2013-01-06;01;1561;0
2013-01-06;01;1195;0
2013-01-06;02;1065;0
2013-01-06;02;812;0
2013-01-06;03;599;0
2013-01-06;03;493;0
2013-01-06;04;452;0
2013-01-06;04;445;0
2013-01-06;05;448;0
2013-01-06;05;441;0
2013-01-06;06;460;0
2013-01-06;06;738;0
2013-01-06;07;568;0
2013-01-06;07;780;0
2013-01-06;08;866;0
2013-01-06;08;1179;0
2013-01-06;09;1707;0
2013-01-06;09;2473;0
2013-01-06;10;3246;0
2013-01-06;10;3414;0
2013-01-06;11;3702;0
2013-01-06;11;3687;0
2013-01-06;12;3657;0
2013-01-06;12;3621;0
2013-01-06;13;2958;0
2013-01-06;13;2699;0
2013-01-06;14;2902;0
2013-01-06;14;3633;0
2013-01-06;15;4036;0
2013-01-06;15;4258;0
2013-01-06;16;4505;0
2013-01-06;16;4423;0
2013-01-06;17;4491;0
2013-01-06;17;4542;0
2013-01-06;18;4271;0
2013-01-06;18;3980;0
2013-01-06;19;3651;0
2013-01-06;19;3396;0
2013-01-06;20;2946;0
2013-01-06;20;2370;0
2013-01-06;21;2014;0
2013-01-06;21;1884;0
2013-01-06;22;1954;0
2013-01-06;22;1755;0
2013-01-06;23;1621;0
2013-01-06;23;1345;0
2013-01-07;00;1082;0
2013-01-07;00;805;0
2013-01-07;01;543;0
2013-01-07;01;412;0
2013-01-07;02;332;0
2013-01-07;02;263;0
2013-01-07;03;196;0
2013-01-07;03;210;0
2013-01-07;04;260;0
2013-01-07;04;348;0
2013-01-07;05;598;0
2013-01-07;05;842;0
2013-01-07;06;1266;0
2013-01-07;06;2551;0
2013-01-07;07;4203;0
2013-01-07;07;3165;1
2013-01-07;08;3770;1
2013-01-07;08;3928;1
2013-01-07;09;4206;1
2013-01-07;09;3886;1
2013-01-07;10;3707;1
2013-01-07;10;3594;1
2013-01-07;11;3390;1
2013-01-07;11;3157;1
2013-01-07;12;2963;1
2013-01-07;12;2804;1
2013-01-07;13;2709;1
2013-01-07;13;2750;1
2013-01-07;14;2931;1
2013-01-07;14;3203;1
2013-01-07;15;3314;1
2013-01-07;15;3371;1
2013-01-07;16;3411;1
2013-01-07;16;3103;1
2013-01-07;17;2976;1
2013-01-07;17;2972;1
2013-01-07;18;2879;1
2013-01-07;18;2785;1
2013-01-07;19;2719;1
2013-01-07;19;5419;0
2013-01-07;20;3728;0
2013-01-07;20;2875;0
2013-01-07;21;2022;0
2013-01-07;21;1759;0
2013-01-07;22;1696;0
2013-01-07;22;1591;0
2013-01-07;23;1432;0
2013-01-07;23;1305;0
2013-01-08;00;997;0
2013-01-08;00;747;0
2013-01-08;01;493;0
2013-01-08;01;354;0
2013-01-08;02;271;0
2013-01-08;02;202;0
2013-01-08;03;215;0
2013-01-08;03;213;0
2013-01-08;04;242;0
2013-01-08;04;371;0
2013-01-08;05;531;0
2013-01-08;05;931;0
2013-01-08;06;1297;0
2013-01-08;06;2618;0
2013-01-08;07;4439;0
2013-01-08;07;3317;1
2013-01-08;08;3957;1
2013-01-08;08;4227;1
2013-01-08;09;4589;1
2013-01-08;09;4643;1
2013-01-08;10;4055;1
2013-01-08;10;3983;1
2013-01-08;11;3834;1
2013-01-08;11;3717;1
2013-01-08;12;3305;1
2013-01-08;12;3331;1
2013-01-08;13;3067;1
2013-01-08;13;3126;1
2013-01-08;14;3392;1
2013-01-08;14;3624;1
2013-01-08;15;3510;1
2013-01-08;15;3656;1
2013-01-08;16;3483;1
2013-01-08;16;3274;1
2013-01-08;17;3180;1
2013-01-08;17;3100;1
2013-01-08;18;3065;1
2013-01-08;18;3068;1
2013-01-08;19;2944;1
2013-01-08;19;5730;0
2013-01-08;20;4236;0
2013-01-08;20;3191;0
2013-01-08;21;2376;0
2013-01-08;21;1929;0
2013-01-08;22;1959;0
2013-01-08;22;1874;0
2013-01-08;23;1784;0
2013-01-08;23;1653;0
2013-01-09;00;1219;0
2013-01-09;00;898;0
2013-01-09;01;597;0
2013-01-09;01;481;0
2013-01-09;02;344;0
2013-01-09;02;247;0
2013-01-09;03;251;0
2013-01-09;03;235;0
2013-01-09;04;277;0
2013-01-09;04;354;0
2013-01-09;05;541;0
2013-01-09;05;866;0
2013-01-09;06;1251;0
2013-01-09;06;2522;0
2013-01-09;07;4347;0
2013-01-09;07;3371;1
2013-01-09;08;4090;1
2013-01-09;08;4398;1
2013-01-09;09;4675;1
2013-01-09;09;4584;1
2013-01-09;10;4373;1
2013-01-09;10;4025;1
2013-01-09;11;3917;1
2013-01-09;11;3717;1
2013-01-09;12;3512;1
2013-01-09;12;3371;1
2013-01-09;13;3191;1
2013-01-09;13;3172;1
2013-01-09;14;3276;1
2013-01-09;14;3689;1
2013-01-09;15;3452;1
2013-01-09;15;3477;1
2013-01-09;16;3460;1
2013-01-09;16;3393;1
2013-01-09;17;3188;1
2013-01-09;17;3267;1
2013-01-09;18;3121;1
2013-01-09;18;3152;1
2013-01-09;19;2905;1
2013-01-09;19;5962;0
2013-01-09;20;4493;0
2013-01-09;20;3401;0
2013-01-09;21;2411;0
2013-01-09;21;1968;0
2013-01-09;22;1896;0
2013-01-09;22;1930;0
2013-01-09;23;1985;0
2013-01-09;23;1874;0
2013-01-10;00;1479;0
2013-01-10;00;1142;0
2013-01-10;01;724;0
2013-01-10;01;582;0
2013-01-10;02;432;0
2013-01-10;02;315;0
2013-01-10;03;260;0
2013-01-10;03;265;0
2013-01-10;04;274;0
2013-01-10;04;374;0
2013-01-10;05;573;0
2013-01-10;05;897;0
2013-01-10;06;1334;0
2013-01-10;06;2602;0
2013-01-10;07;4367;0
2013-01-10;07;3338;1
2013-01-10;08;4119;1
2013-01-10;08;4404;1
2013-01-10;09;4743;1
2013-01-10;09;4784;1
2013-01-10;10;4445;1
2013-01-10;10;4271;1
2013-01-10;11;4002;1
2013-01-10;11;3870;1
2013-01-10;12;3619;1
2013-01-10;12;3573;1
2013-01-10;13;3385;1
2013-01-10;13;3361;1
2013-01-10;14;3654;1
2013-01-10;14;3821;1
2013-01-10;15;3678;1
2013-01-10;15;3793;1
2013-01-10;16;3686;1
2013-01-10;16;3510;1
2013-01-10;17;3451;1
2013-01-10;17;3277;1
2013-01-10;18;4429;0
2013-01-10;18;4256;0
2013-01-10;19;4059;0
2013-01-10;19;5674;0
2013-01-10;20;4891;0
2013-01-10;20;3943;0
2013-01-10;21;2835;0
2013-01-10;21;2250;0
2013-01-10;22;2211;0
2013-01-10;22;2071;0
2013-01-10;23;2095;0
2013-01-10;23;2005;0
2013-01-11;00;1843;0
2013-01-11;00;1355;0
2013-01-11;01;903;0
2013-01-11;01;691;0
2013-01-11;02;526;0
2013-01-11;02;385;0
2013-01-11;03;343;0
2013-01-11;03;329;0
2013-01-11;04;319;0
2013-01-11;04;412;0
2013-01-11;05;610;0
2013-01-11;05;894;0
2013-01-11;06;1236;0
2013-01-11;06;2519;0
2013-01-11;07;4229;0
2013-01-11;07;3340;1
2013-01-11;08;4056;1
2013-01-11;08;4416;1
2013-01-11;09;4805;1
2013-01-11;09;4812;1
2013-01-11;10;4344;1
2013-01-11;10;4383;1
2013-01-11;11;4341;1
2013-01-11;11;4145;1
2013-01-11;12;3811;1
2013-01-11;12;3683;1
2013-01-11;13;3359;1
2013-01-11;13;3394;1
2013-01-11;14;3573;1
2013-01-11;14;3987;1
2013-01-11;15;3864;1
2013-01-11;15;3796;1
2013-01-11;16;3723;1
2013-01-11;16;3497;1
2013-01-11;17;3387;1
2013-01-11;17;3397;1
2013-01-11;18;3361;1
2013-01-11;18;3283;1
2013-01-11;19;3137;1
2013-01-11;19;6008;0
2013-01-11;20;5043;0
2013-01-11;20;4280;0
2013-01-11;21;3391;0
2013-01-11;21;2915;0
2013-01-11;22;2866;0
2013-01-11;22;2878;0
2013-01-11;23;2978;0
2013-01-11;23;3025;0
2013-01-12;00;2784;0
2013-01-12;00;2255;0
2013-01-12;01;1819;0
2013-01-12;01;1488;0
2013-01-12;02;1152;0
2013-01-12;02;943;0
2013-01-12;03;797;0
2013-01-12;03;750;0
2013-01-12;04;666;0
2013-01-12;04;731;0
2013-01-12;05;703;0
2013-01-12;05;877;0
2013-01-12;06;920;0
2013-01-12;06;1404;0
2013-01-12;07;1513;0
2013-01-12;07;2594;0
2013-01-12;08;2497;0
2013-01-12;08;2905;0
2013-01-12;09;3473;0
2013-01-12;09;4551;0
2013-01-12;10;4885;0
2013-01-12;10;4914;0
2013-01-12;11;5144;0
2013-01-12;11;5314;0
2013-01-12;12;5165;0
2013-01-12;12;5002;0
2013-01-12;13;4580;0
2013-01-12;13;3954;0
2013-01-12;14;3941;0
2013-01-12;14;4342;0
2013-01-12;15;4783;0
2013-01-12;15;4994;0
2013-01-12;16;5155;0
2013-01-12;16;5393;0
2013-01-12;17;5362;0
2013-01-12;17;5140;0
2013-01-12;18;4966;0
2013-01-12;18;4872;0
2013-01-12;19;4690;0
2013-01-12;19;4959;0
2013-01-12;20;5033;0
2013-01-12;20;4481;0
2013-01-12;21;3656;0
2013-01-12;21;3028;0
2013-01-12;22;2774;0
2013-01-12;22;2878;0
2013-01-12;23;3375;0
2013-01-12;23;3414;0
2013-01-13;00;3428;0
2013-01-13;00;3114;0
2013-01-13;01;2462;0
2013-01-13;01;1966;0
2013-01-13;02;1489;0
2013-01-13;02;1135;0
2013-01-13;03;846;0
2013-01-13;03;733;0
2013-01-13;04;661;0
2013-01-13;04;590;0
2013-01-13;05;599;0
2013-01-13;05;579;0
2013-01-13;06;609;0
2013-01-13;06;846;0
2013-01-13;07;726;0
2013-01-13;07;1015;0
2013-01-13;08;1126;0
2013-01-13;08;1501;0
2013-01-13;09;2010;0
2013-01-13;09;2688;0
2013-01-13;10;3151;0
2013-01-13;10;3554;0
2013-01-13;11;3905;0
2013-01-13;11;3784;0
2013-01-13;12;3930;0
2013-01-13;12;3778;0
2013-01-13;13;3314;0
2013-01-13;13;2753;0
2013-01-13;14;2841;0
2013-01-13;14;3678;0
2013-01-13;15;4019;0
2013-01-13;15;4201;0
2013-01-13;16;4250;0
2013-01-13;16;4380;0
2013-01-13;17;4655;0
2013-01-13;17;4516;0
2013-01-13;18;4351;0
2013-01-13;18;4442;0
2013-01-13;19;4259;0
2013-01-13;19;4248;0
2013-01-13;20;3940;0
2013-01-13;20;2734;0
2013-01-13;21;2236;0
2013-01-13;21;2187;0
2013-01-13;22;2150;0
2013-01-13;22;2010;0
2013-01-13;23;1965;0
2013-01-13;23;1671;0
2013-01-14;00;1343;0
2013-01-14;00;1064;0
2013-01-14;01;682;0
2013-01-14;01;521;0
2013-01-14;02;343;0
2013-01-14;02;279;0
2013-01-14;03;248;0
2013-01-14;03;250;0
2013-01-14;04;284;0
2013-01-14;04;387;0
2013-01-14;05;632;0
2013-01-14;05;899;0
2013-01-14;06;1425;0
2013-01-14;06;2740;0
2013-01-14;07;4591;0
2013-01-14;07;3533;1
2013-01-14;08;4464;1
2013-01-14;08;4718;1
2013-01-14;09;5105;1
2013-01-14;09;5027;1
2013-01-14;10;4539;1
2013-01-14;10;4211;1
2013-01-14;11;4260;1
2013-01-14;11;4004;1
2013-01-14;12;3618;1
2013-01-14;12;3462;1
2013-01-14;13;3445;1
2013-01-14;13;3413;1
2013-01-14;14;3635;1
2013-01-14;14;3928;1
2013-01-14;15;3939;1
2013-01-14;15;4030;1
2013-01-14;16;3871;1
2013-01-14;16;3669;1
2013-01-14;17;3532;1
2013-01-14;17;3586;1
2013-01-14;18;3557;1
2013-01-14;18;3447;1
2013-01-14;19;3245;1
2013-01-14;19;5982;0
2013-01-14;20;4473;0
2013-01-14;20;3542;0
2013-01-14;21;2511;0
2013-01-14;21;2003;0
2013-01-14;22;2145;0
2013-01-14;22;1942;0
2013-01-14;23;1830;0
2013-01-14;23;1662;0
2013-01-15;00;1237;0
2013-01-15;00;983;0
2013-01-15;01;654;0
2013-01-15;01;479;0
2013-01-15;02;351;0
2013-01-15;02;277;0
2013-01-15;03;196;0
2013-01-15;03;219;0
2013-01-15;04;273;0
2013-01-15;04;387;0
2013-01-15;05;595;0
2013-01-15;05;883;0
2013-01-15;06;1392;0
2013-01-15;06;2662;0
2013-01-15;07;4471;0
2013-01-15;07;3462;1
2013-01-15;08;4426;1
2013-01-15;08;4862;1
2013-01-15;09;5167;1
2013-01-15;09;5207;1
2013-01-15;10;4821;1
2013-01-15;10;4651;1
2013-01-15;11;4391;1
2013-01-15;11;4252;1
2013-01-15;12;3848;1
2013-01-15;12;3865;1
2013-01-15;13;3522;1
2013-01-15;13;3623;1
2013-01-15;14;3956;1
2013-01-15;14;4191;1
2013-01-15;15;4168;1
2013-01-15;15;4202;1
2013-01-15;16;4055;1
2013-01-15;16;3997;1
2013-01-15;17;3772;1
2013-01-15;17;3723;1
2013-01-15;18;3778;1
2013-01-15;18;3808;1
2013-01-15;19;3739;1
2013-01-15;19;6813;0
2013-01-15;20;5129;0
2013-01-15;20;4133;0
2013-01-15;21;2937;0
2013-01-15;21;2195;0
2013-01-15;22;2269;0
2013-01-15;22;2050;0
2013-01-15;23;2347;0
2013-01-15;23;1975;0
2013-01-16;00;1683;0
2013-01-16;00;1264;0
2013-01-16;01;844;0
2013-01-16;01;531;0
2013-01-16;02;384;0
2013-01-16;02;285;0
2013-01-16;03;285;0
2013-01-16;03;250;0
2013-01-16;04;278;0
2013-01-16;04;379;0
2013-01-16;05;579;0
2013-01-16;05;927;0
2013-01-16;06;1379;0
2013-01-16;06;2703;0
2013-01-16;07;4707;0
2013-01-16;07;3534;1
2013-01-16;08;4563;1
2013-01-16;08;4925;1
2013-01-16;09;5232;1
2013-01-16;09;5338;1
2013-01-16;10;4716;1
2013-01-16;10;4470;1
2013-01-16;11;4278;1
2013-01-16;11;4151;1
2013-01-16;12;3841;1
2013-01-16;12;3872;1
2013-01-16;13;3602;1
2013-01-16;13;3517;1
2013-01-16;14;3893;1
2013-01-16;14;4044;1
2013-01-16;15;4100;1
2013-01-16;15;4011;1
2013-01-16;16;3994;1
2013-01-16;16;3779;1
2013-01-16;17;3733;1
2013-01-16;17;3457;1
2013-01-16;18;3422;1
2013-01-16;18;3668;1
2013-01-16;19;3375;1
2013-01-16;19;6728;0
2013-01-16;20;5701;0
2013-01-16;20;4433;0
2013-01-16;21;3027;0
2013-01-16;21;2389;0
2013-01-16;22;2364;0
2013-01-16;22;2287;0
2013-01-16;23;2384;0
2013-01-16;23;2208;0
2013-01-17;00;1819;0
2013-01-17;00;1310;0
2013-01-17;01;924;0
2013-01-17;01;617;0
2013-01-17;02;473;0
2013-01-17;02;361;0
2013-01-17;03;313;0
2013-01-17;03;311;0
2013-01-17;04;310;0
2013-01-17;04;420;0
2013-01-17;05;628;0
2013-01-17;05;943;0
2013-01-17;06;1373;0
2013-01-17;06;2661;0
2013-01-17;07;4425;0
2013-01-17;07;3544;1
2013-01-17;08;4305;1
2013-01-17;08;4824;1
2013-01-17;09;5082;1
2013-01-17;09;5116;1
2013-01-17;10;4642;1
2013-01-17;10;4491;1
2013-01-17;11;4279;1
2013-01-17;11;4046;1
2013-01-17;12;3858;1
2013-01-17;12;3632;1
2013-01-17;13;3492;1
2013-01-17;13;3497;1
2013-01-17;14;3678;1
2013-01-17;14;4021;1
2013-01-17;15;3851;1
2013-01-17;15;3973;1
2013-01-17;16;3825;1
2013-01-17;16;3688;1
2013-01-17;17;3420;1
2013-01-17;17;3477;1
2013-01-17;18;4390;0
2013-01-17;18;4631;0
2013-01-17;19;4533;0
2013-01-17;19;5986;0
2013-01-17;20;5707;0
2013-01-17;20;4573;0
2013-01-17;21;3253;0
2013-01-17;21;2617;0
2013-01-17;22;2499;0
2013-01-17;22;2359;0
2013-01-17;23;2500;0
2013-01-17;23;2427;0
2013-01-18;00;2020;0
2013-01-18;00;1532;0
2013-01-18;01;1121;0
2013-01-18;01;811;0
2013-01-18;02;506;0
2013-01-18;02;441;0
2013-01-18;03;345;0
2013-01-18;03;366;0
2013-01-18;04;367;0
2013-01-18;04;446;0
2013-01-18;05;611;0
2013-01-18;05;909;0
2013-01-18;06;1291;0
2013-01-18;06;2587;0
2013-01-18;07;4455;0
2013-01-18;07;3478;1
2013-01-18;08;4277;1
2013-01-18;08;4691;1
2013-01-18;09;4867;1
2013-01-18;09;4847;1
2013-01-18;10;4704;1
2013-01-18;10;4394;1
2013-01-18;11;4270;1
2013-01-18;11;4141;1
2013-01-18;12;3873;1
2013-01-18;12;3733;1
2013-01-18;13;3574;1
2013-01-18;13;3303;1
2013-01-18;14;3623;1
2013-01-18;14;3841;1
2013-01-18;15;3832;1
2013-01-18;15;3754;1
2013-01-18;16;3849;1
2013-01-18;16;3622;1
2013-01-18;17;3459;1
2013-01-18;17;3644;1
2013-01-18;18;3534;1
2013-01-18;18;3521;1
2013-01-18;19;3285;1
2013-01-18;19;6318;0
2013-01-18;20;5289;0
2013-01-18;20;4447;0
2013-01-18;21;3481;0
2013-01-18;21;3044;0
2013-01-18;22;2895;0
2013-01-18;22;2754;0
2013-01-18;23;3093;0
2013-01-18;23;2818;0
2013-01-19;00;2788;0
2013-01-19;00;2387;0
2013-01-19;01;1800;0
2013-01-19;01;1526;0
2013-01-19;02;1170;0
2013-01-19;02;1104;0
2013-01-19;03;997;0
2013-01-19;03;831;0
2013-01-19;04;835;0
2013-01-19;04;716;0
2013-01-19;05;726;0
2013-01-19;05;849;0
2013-01-19;06;881;0
2013-01-19;06;1398;0
2013-01-19;07;1577;0
2013-01-19;07;2486;0
2013-01-19;08;2545;0
2013-01-19;08;2919;0
2013-01-19;09;3344;0
2013-01-19;09;4368;0
2013-01-19;10;4580;0
2013-01-19;10;4728;0
2013-01-19;11;4808;0
2013-01-19;11;5022;0
2013-01-19;12;4910;0
2013-01-19;12;4940;0
2013-01-19;13;4353;0
2013-01-19;13;3655;0
2013-01-19;14;3498;0
2013-01-19;14;4007;0
2013-01-19;15;4278;0
2013-01-19;15;4547;0
2013-01-19;16;4484;0
2013-01-19;16;4661;0
2013-01-19;17;4513;0
2013-01-19;17;4463;0
2013-01-19;18;4347;0
2013-01-19;18;4301;0
2013-01-19;19;4205;0
2013-01-19;19;4509;0
2013-01-19;20;4497;0
2013-01-19;20;4015;0
2013-01-19;21;2913;0
2013-01-19;21;2700;0
2013-01-19;22;2392;0
2013-01-19;22;2410;0
2013-01-19;23;2804;0
2013-01-19;23;2949;0
2013-01-20;00;3050;0
2013-01-20;00;2770;0
2013-01-20;01;2101;0
2013-01-20;01;1807;0
2013-01-20;02;1406;0
2013-01-20;02;1049;0
2013-01-20;03;794;0
2013-01-20;03;713;0
2013-01-20;04;634;0
2013-01-20;04;596;0
2013-01-20;05;553;0
2013-01-20;05;477;0
2013-01-20;06;586;0
2013-01-20;06;763;0
2013-01-20;07;617;0
2013-01-20;07;796;0
2013-01-20;08;963;0
2013-01-20;08;1277;0
2013-01-20;09;1686;0
2013-01-20;09;2157;0
2013-01-20;10;2613;0
2013-01-20;10;3040;0
2013-01-20;11;3180;0
2013-01-20;11;3207;0
2013-01-20;12;3353;0
2013-01-20;12;3517;0
2013-01-20;13;2971;0
2013-01-20;13;2439;0
2013-01-20;14;2535;0
2013-01-20;14;3300;0
2013-01-20;15;3592;0
2013-01-20;15;3739;0
2013-01-20;16;3807;0
2013-01-20;16;3953;0
2013-01-20;17;4203;0
2013-01-20;17;4253;0
2013-01-20;18;4320;0
2013-01-20;18;3962;0
2013-01-20;19;3986;0
2013-01-20;19;3866;0
2013-01-20;20;3374;0
2013-01-20;20;2475;0
2013-01-20;21;2112;0
2013-01-20;21;1890;0
2013-01-20;22;1934;0
2013-01-20;22;1962;0
2013-01-20;23;1843;0
2013-01-20;23;1483;0
2013-01-21;00;1212;0
2013-01-21;00;932;0
2013-01-21;01;698;0
2013-01-21;01;543;0
2013-01-21;02;322;0
2013-01-21;02;270;0
2013-01-21;03;222;0
2013-01-21;03;230;0
2013-01-21;04;246;0
2013-01-21;04;381;0
2013-01-21;05;633;0
2013-01-21;05;1012;0
2013-01-21;06;1459;0
2013-01-21;06;2732;0
2013-01-21;07;4600;0
2013-01-21;07;3518;1
2013-01-21;08;4290;1
2013-01-21;08;4576;1
2013-01-21;09;4892;1
2013-01-21;09;4793;1
2013-01-21;10;4490;1
2013-01-21;10;4160;1
2013-01-21;11;3829;1
2013-01-21;11;3741;1
2013-01-21;12;3408;1
2013-01-21;12;3337;1
2013-01-21;13;3263;1
2013-01-21;13;3177;1
2013-01-21;14;3423;1
2013-01-21;14;3845;1
2013-01-21;15;3778;1
2013-01-21;15;3729;1
2013-01-21;16;3677;1
2013-01-21;16;3406;1
2013-01-21;17;3442;1
2013-01-21;17;3396;1
2013-01-21;18;3356;1
2013-01-21;18;3240;1
2013-01-21;19;3057;1
2013-01-21;19;5982;0
2013-01-21;20;4385;0
2013-01-21;20;3543;0
2013-01-21;21;2328;0
2013-01-21;21;1933;0
2013-01-21;22;1839;0
2013-01-21;22;1802;0
2013-01-21;23;1687;0
2013-01-21;23;1668;0
2013-01-22;00;1290;0
2013-01-22;00;896;0
2013-01-22;01;591;0
2013-01-22;01;455;0
2013-01-22;02;293;0
2013-01-22;02;240;0
2013-01-22;03;186;0
