data;hour;totale;areac
2016-01-03;05;327;0
2016-01-03;05;425;0
2016-01-03;06;479;0
2016-01-03;06;590;0
2016-01-03;07;555;0
2016-01-03;07;638;0
2016-01-03;08;729;0
2016-01-03;08;841;0
2016-01-03;09;1210;0
2016-01-03;09;1543;0
2016-01-03;10;1974;0
2016-01-03;10;2206;0
2016-01-03;11;2440;0
2016-01-03;11;2454;0
2016-01-03;12;2534;0
2016-01-03;12;2306;0
2016-01-03;13;2024;0
2016-01-03;13;1975;0
2016-01-03;14;2219;0
2016-01-03;14;2637;0
2016-01-03;15;3119;0
2016-01-03;15;3230;0
2016-01-03;16;3300;0
2016-01-03;16;3380;0
2016-01-03;17;3178;0
2016-01-03;17;2944;0
2016-01-03;18;2789;0
2016-01-03;18;2618;0
2016-01-03;19;2671;0
2016-01-03;19;2544;0
2016-01-03;20;2261;0
2016-01-03;20;1760;0
2016-01-03;21;1519;0
2016-01-03;21;1524;0
2016-01-03;22;1499;0
2016-01-03;22;1393;0
2016-01-03;23;1321;0
2016-01-03;23;1147;0
2016-01-04;00;902;0
2016-01-04;00;656;0
2016-01-04;01;616;0
2016-01-04;01;423;0
2016-01-04;02;297;0
2016-01-04;02;270;0
2016-01-04;03;234;0
2016-01-04;03;230;0
2016-01-04;04;263;0
2016-01-04;04;384;0
2016-01-04;05;526;0
2016-01-04;05;861;0
2016-01-04;06;1025;0
2016-01-04;06;1777;0
2016-01-04;07;2341;0
2016-01-04;07;2214;0
2016-01-04;08;2592;0
2016-01-04;08;3005;0
2016-01-04;09;2956;0
2016-01-04;09;3121;0
2016-01-04;10;3048;0
2016-01-04;10;2928;0
2016-01-04;11;3039;0
2016-01-04;11;2953;0
2016-01-04;12;2704;0
2016-01-04;12;2530;0
2016-01-04;13;2229;0
2016-01-04;13;2216;0
2016-01-04;14;2446;0
2016-01-04;14;2870;0
2016-01-04;15;2862;0
2016-01-04;15;2948;0
2016-01-04;16;2870;0
2016-01-04;16;2927;0
2016-01-04;17;2900;0
2016-01-04;17;2835;0
2016-01-04;18;2818;0
2016-01-04;18;2542;0
2016-01-04;19;2378;0
2016-01-04;19;2758;0
2016-01-04;20;2364;0
2016-01-04;20;1888;0
2016-01-04;21;1389;0
2016-01-04;21;1384;0
2016-01-04;22;1436;0
2016-01-04;22;1253;0
2016-01-04;23;1214;0
2016-01-04;23;1039;0
2016-01-05;00;877;0
2016-01-05;00;673;0
2016-01-05;01;478;0
2016-01-05;01;400;0
2016-01-05;02;305;0
2016-01-05;02;225;0
2016-01-05;03;210;0
2016-01-05;03;223;0
2016-01-05;04;242;0
2016-01-05;04;363;0
2016-01-05;05;434;0
2016-01-05;05;693;0
2016-01-05;06;974;0
2016-01-05;06;1761;0
2016-01-05;07;2276;0
2016-01-05;07;2213;0
2016-01-05;08;2588;0
2016-01-05;08;3158;0
2016-01-05;09;3463;0
2016-01-05;09;3626;0
2016-01-05;10;3578;0
2016-01-05;10;3703;0
2016-01-05;11;3625;0
2016-01-05;11;3519;0
2016-01-05;12;3214;0
2016-01-05;12;3199;0
2016-01-05;13;2771;0
2016-01-05;13;2550;0
2016-01-05;14;2915;0
2016-01-05;14;3289;0
2016-01-05;15;3367;0
2016-01-05;15;3351;0
2016-01-05;16;3401;0
2016-01-05;16;3407;0
2016-01-05;17;3367;0
2016-01-05;17;3365;0
2016-01-05;18;3172;0
2016-01-05;18;3183;0
2016-01-05;19;3065;0
2016-01-05;19;3448;0
2016-01-05;20;3001;0
2016-01-05;20;2351;0
2016-01-05;21;2009;0
2016-01-05;21;1880;0
2016-01-05;22;1730;0
2016-01-05;22;1748;0
2016-01-05;23;1787;0
2016-01-05;23;1689;0
2016-01-06;00;1521;0
2016-01-06;00;1405;0
2016-01-06;01;1030;0
2016-01-06;01;841;0
2016-01-06;02;599;0
2016-01-06;02;513;0
2016-01-06;03;467;0
2016-01-06;03;387;0
2016-01-06;04;367;0
2016-01-06;04;407;0
2016-01-06;05;426;0
2016-01-06;05;522;0
2016-01-06;06;493;0
2016-01-06;06;766;0
2016-01-06;07;632;0
2016-01-06;07;854;0
2016-01-06;08;889;0
2016-01-06;08;975;0
2016-01-06;09;1556;0
2016-01-06;09;3302;0
2016-01-06;10;2754;0
2016-01-06;10;3134;0
2016-01-06;11;3550;0
2016-01-06;11;3541;0
2016-01-06;12;3322;0
2016-01-06;12;3444;0
2016-01-06;13;2964;0
2016-01-06;13;2571;0
2016-01-06;14;2558;0
2016-01-06;14;3412;0
2016-01-06;15;4143;0
2016-01-06;15;4304;0
2016-01-06;16;4337;0
2016-01-06;16;4245;0
2016-01-06;17;4201;0
2016-01-06;17;4032;0
2016-01-06;18;3719;0
2016-01-06;18;3390;0
2016-01-06;19;3141;0
2016-01-06;19;3156;0
2016-01-06;20;2709;0
2016-01-06;20;2190;0
2016-01-06;21;1924;0
2016-01-06;21;1819;0
2016-01-06;22;1812;0
2016-01-06;22;1682;0
2016-01-06;23;1531;0
2016-01-06;23;1385;0
2016-01-07;00;1314;0
2016-01-07;00;854;0
2016-01-07;01;598;0
2016-01-07;01;438;0
2016-01-07;02;312;0
2016-01-07;02;266;0
2016-01-07;03;229;0
2016-01-07;03;236;0
2016-01-07;04;252;0
2016-01-07;04;372;0
2016-01-07;05;502;0
2016-01-07;05;833;0
2016-01-07;06;964;0
2016-01-28;00;1527;0
2016-01-28;00;1265;0
2016-01-28;01;827;0
2016-01-28;01;596;0
2016-01-28;02;471;0
2016-01-28;02;393;0
2016-01-28;03;329;0
2016-01-28;03;308;0
2016-01-28;04;336;0
2016-01-28;04;424;0
2016-01-28;05;585;0
2016-01-28;05;1003;0
2016-01-28;06;1298;0
2016-01-28;06;955;0
2016-01-30;00;583;0
2016-01-30;01;512;0
2016-01-30;01;600;0
2016-01-30;02;337;0
2016-01-30;02;178;0
2016-01-30;03;229;0
2016-01-30;03;199;0
2016-01-30;04;159;0
2016-01-30;04;218;0
2016-01-30;05;321;0
2016-01-30;05;282;0
2016-01-30;06;336;0
2016-01-30;06;394;0
2016-01-30;07;471;0
2016-01-30;07;811;0
2016-01-30;08;834;0
2016-01-30;08;1242;0
2016-01-30;09;1407;0
2016-01-30;09;1429;0
2016-01-30;10;604;0
2016-01-30;10;1042;0
2016-01-30;11;1664;0
2016-01-30;11;1028;0
2016-01-30;12;1454;0
2016-01-30;12;831;0
2016-01-30;13;1654;0
2016-01-30;13;1504;0
2016-01-30;14;1183;0
2016-01-30;14;1609;0
2016-01-30;15;1495;0
2016-01-30;15;998;0
2016-01-30;16;1539;0
2016-01-30;16;1455;0
2016-01-30;17;1125;0
2016-01-30;17;1051;0
2016-01-30;18;1427;0
2016-01-30;18;954;0
2016-01-30;19;553;0
2016-01-30;19;1342;0
2016-01-30;20;1168;0
2016-01-30;20;1237;0
2016-01-30;21;1385;0
2016-01-30;21;677;0
2016-01-30;22;1205;0
2016-01-30;22;916;0
2016-01-30;23;581;0
2016-01-30;23;986;0
2016-01-31;00;893;0
2016-01-31;00;1058;0
2016-01-31;01;1061;0
2016-01-31;01;513;0
2016-01-31;02;634;0
2016-01-31;02;300;0
2016-01-31;03;325;0
2016-01-31;03;324;0
2016-01-31;04;140;0
2016-01-31;04;300;0
2016-01-31;05;275;0
2016-01-31;05;183;0
2016-01-31;06;162;0
2016-01-31;06;191;0
2016-01-31;07;253;0
2016-01-31;07;235;0
2016-01-31;08;154;0
2016-01-31;08;537;0
2016-01-31;09;471;0
2016-01-31;09;659;0
2016-01-31;10;462;0
2016-01-31;10;449;0
2016-01-31;11;1043;0
2016-01-31;11;1283;0
2016-01-31;12;1480;0
2016-01-31;12;1340;0
2016-01-31;13;1421;0
2016-01-31;13;1556;0
2016-01-31;14;1199;0
2016-01-31;14;552;0
2016-01-31;15;2533;0
2016-01-31;15;2454;0
2016-01-31;16;1411;0
2016-01-31;16;2042;0
2016-01-31;17;1371;0
2016-01-31;17;1980;0
2016-01-31;18;1210;0
2016-01-31;18;987;0
2016-01-31;19;1410;0
2016-01-31;19;1390;0
2016-01-31;20;748;0
2016-01-31;20;662;0
2016-01-31;21;528;0
2016-01-31;21;376;0
2016-01-31;22;427;0
2016-01-31;22;398;0
2016-01-31;23;1010;0
2016-01-31;23;744;0
2016-02-01;00;362;0
2016-02-01;00;311;0
2016-02-01;01;200;0
2016-02-01;01;217;0
2016-02-01;02;105;0
2016-02-01;02;63;0
2016-02-01;03;104;0
2016-02-01;03;84;0
2016-02-01;04;76;0
2016-02-01;04;230;0
2016-02-01;05;224;0
2016-02-01;05;380;0
2016-02-01;06;381;0
2016-02-01;06;1006;0
2016-02-01;07;1505;0
2016-02-01;07;1557;1
2016-02-01;08;999;1
2016-02-01;08;1022;1
2016-02-01;09;1731;1
2016-02-01;09;1895;1
2016-02-01;10;1816;1
2016-02-01;10;1267;1
2016-02-01;11;1710;1
2016-02-01;11;1836;1
2016-02-01;12;606;1
2016-02-01;12;1543;1
2016-02-01;13;1524;1
2016-02-01;13;1735;1
2016-02-01;14;1350;1
2016-02-01;14;1189;1
2016-02-01;15;2132;1
2016-02-01;15;1045;1
2016-02-01;16;926;1
2016-02-01;16;664;1
2016-02-01;17;1182;1
2016-02-01;17;921;1
2016-02-01;18;1499;1
2016-02-01;18;1133;1
2016-02-01;19;1403;1
2016-02-01;19;1314;0
2016-02-01;20;1317;0
2016-02-01;20;1255;0
2016-02-01;21;700;0
2016-02-01;21;520;0
2016-02-01;22;457;0
2016-02-01;22;666;0
2016-02-01;23;729;0
2016-02-01;23;484;0
2016-02-02;00;336;0
2016-02-02;00;131;0
2016-02-02;01;113;0
2016-02-02;01;122;0
2016-02-02;02;175;0
2016-02-02;02;64;0
2016-02-02;03;79;0
2016-02-02;03;51;0
2016-02-02;04;76;0
2016-02-02;04;175;0
2016-02-02;05;246;0
2016-02-02;05;311;0
2016-02-02;06;671;0
2016-02-02;06;746;0
2016-02-02;07;2017;0
2016-02-02;07;910;1
2016-02-02;08;1663;1
2016-02-02;08;2359;1
2016-02-02;09;1882;1
2016-02-02;09;1967;1
2016-02-02;10;1973;1
2016-02-02;10;1351;1
2016-02-02;11;1053;1
2016-02-02;11;1462;1
2016-02-02;12;1547;1
2016-02-02;12;1146;1
2016-02-02;13;1435;1
2016-02-02;13;956;1
2016-02-02;14;1055;1
2016-02-02;14;646;1
2016-02-02;15;1321;1
2016-02-02;15;1534;1
2016-02-02;16;950;1
2016-02-02;16;951;1
2016-02-02;17;1283;1
2016-02-02;17;1898;1
2016-02-02;18;1162;1
2016-02-02;18;1517;1
2016-02-02;19;1396;1
2016-02-02;19;2403;0
2016-02-02;20;2198;0
2016-02-02;20;1148;0
2016-02-02;21;1139;0
2016-02-02;21;340;0
2016-02-02;22;320;0
2016-02-02;22;505;0
2016-02-02;23;572;0
2016-02-02;23;471;0
2016-02-03;00;390;0
2016-02-03;00;437;0
2016-02-03;01;206;0
2016-02-03;01;177;0
2016-02-03;02;124;0
2016-02-03;02;68;0
2016-02-03;03;95;0
2016-02-03;03;128;0
2016-02-03;04;127;0
2016-02-03;04;122;0
2016-02-03;05;152;0
2016-02-03;05;307;0
2016-02-03;06;460;0
2016-02-03;06;593;0
2016-02-03;07;1301;0
2016-02-03;07;1547;1
2016-02-03;08;1625;1
2016-02-03;08;1643;1
2016-02-03;09;935;1
2016-02-03;09;1097;1
2016-02-03;10;2259;1
2016-02-03;10;1706;1
2016-02-03;11;1807;1
2016-02-03;11;1186;1
2016-02-03;12;1342;1
2016-02-03;12;976;1
2016-02-03;13;1638;1
2016-02-03;13;1526;1
2016-02-03;14;1426;1
2016-02-03;14;1705;1
2016-02-03;15;1779;1
2016-02-03;15;1383;1
2016-02-03;16;1192;1
2016-02-03;16;1434;1
2016-02-03;17;1466;1
2016-02-03;17;1669;1
2016-02-03;18;1542;1
2016-02-03;18;823;1
2016-02-03;19;913;1
2016-02-03;19;1894;0
2016-02-03;20;1280;0
2016-02-03;20;857;0
2016-02-03;21;708;0
2016-02-03;21;766;0
2016-02-03;22;948;0
2016-02-03;22;685;0
2016-02-03;23;615;0
2016-02-03;23;1222;0
2016-02-04;00;636;0
2016-02-04;00;282;0
2016-02-04;01;359;0
2016-02-04;01;215;0
2016-02-04;02;190;0
2016-02-04;02;94;0
2016-02-04;03;180;0
2016-02-04;03;82;0
2016-02-04;04;131;0
2016-02-04;04;134;0
2016-02-04;05;352;0
2016-02-04;05;328;0
2016-02-04;06;399;0
2016-02-04;06;885;0
2016-02-04;07;1745;0
2016-02-04;07;857;1
2016-02-04;08;1625;1
2016-02-04;08;1000;1
2016-02-04;09;2049;1
2016-02-04;09;1982;1
2016-02-04;10;1611;1
2016-02-04;10;1827;1
2016-02-04;11;565;1
2016-02-04;11;1217;1
2016-02-04;12;1100;1
2016-02-04;12;1796;1
2016-02-04;13;1312;1
2016-02-04;13;1133;1
2016-02-04;14;1072;1
2016-02-04;14;1009;1
2016-02-04;15;1501;1
2016-02-04;15;1525;1
2016-02-04;16;1792;1
2016-02-04;16;1922;1
2016-02-04;17;682;1
2016-02-04;17;957;1
2016-02-04;18;1912;0
2016-02-04;18;2301;0
2016-02-04;19;1110;0
2016-02-04;19;1602;0
2016-02-04;20;1914;0
2016-02-04;20;1125;0
2016-02-04;21;1657;0
2016-02-04;21;369;0
2016-02-04;22;1065;0
2016-02-04;22;597;0
2016-02-04;23;882;0
2016-02-04;23;802;0
2016-02-05;00;498;0
2016-02-05;00;636;0
2016-02-05;01;339;0
2016-02-05;01;177;0
2016-02-05;02;121;0
2016-02-05;02;80;0
2016-02-05;03;87;0
2016-02-05;03;100;0
2016-02-05;04;134;0
2016-02-05;04;103;0
2016-02-05;05;134;0
2016-02-05;05;228;0
2016-02-05;06;409;0
2016-02-05;06;746;0
2016-02-05;07;2448;0
2016-02-05;07;1324;1
2016-02-05;08;1592;1
2016-02-05;08;1543;1
2016-02-05;09;2415;1
2016-02-05;09;2176;1
2016-02-05;10;2260;1
2016-02-05;10;1334;1
2016-02-05;11;1113;1
2016-02-05;11;1039;1
2016-02-05;12;1289;1
2016-02-05;12;1369;1
2016-02-05;13;1167;1
2016-02-05;13;1415;1
2016-02-05;14;1504;1
2016-02-05;14;1596;1
2016-02-05;15;1545;1
2016-02-05;15;1285;1
2016-02-05;16;1888;1
2016-02-05;16;1055;1
2016-02-05;17;1248;1
2016-02-05;17;873;1
2016-02-05;18;856;1
2016-02-05;18;1433;1
2016-02-05;19;1375;1
2016-02-05;19;3552;0
2016-02-05;20;1894;0
2016-02-05;20;1583;0
2016-02-05;21;1498;0
2016-02-05;21;882;0
2016-02-05;22;590;0
2016-02-05;22;968;0
2016-02-05;23;1020;0
2016-02-05;23;1467;0
2016-02-06;00;1335;0
2016-02-06;00;740;0
2016-02-06;01;478;0
2016-02-06;01;374;0
2016-02-06;02;345;0
2016-02-06;02;206;0
2016-02-06;03;347;0
2016-02-06;03;375;0
2016-02-06;04;299;0
2016-02-06;04;128;0
2016-02-06;05;229;0
2016-02-06;05;278;0
2016-02-06;06;378;0
2016-02-06;06;491;0
2016-02-06;07;221;0
2016-02-06;07;1229;0
2016-02-06;08;933;0
2016-02-06;08;978;0
2016-02-06;09;1542;0
2016-02-06;09;1323;0
2016-02-06;10;2200;0
2016-02-06;10;633;0
2016-02-06;11;1613;0
2016-02-06;11;1311;0
2016-02-06;12;1064;0
2016-02-06;12;1732;0
2016-02-06;13;949;0
2016-02-06;13;910;0
2016-02-06;14;1189;0
2016-02-06;14;609;0
2016-02-06;15;1270;0
2016-02-06;15;866;0
2016-02-06;16;1906;0
2016-02-06;16;1780;0
2016-02-06;17;2044;0
2016-02-06;17;850;0
2016-02-06;18;2321;0
2016-02-06;18;1626;0
2016-02-06;19;1297;0
2016-02-06;19;1284;0
2016-02-06;20;505;0
2016-02-06;20;1307;0
2016-02-06;21;1466;0
2016-02-06;21;1199;0
2016-02-06;22;1022;0
2016-02-06;22;633;0
2016-02-06;23;1156;0
2016-02-06;23;1196;0
2016-02-07;00;902;0
2016-02-07;00;915;0
2016-02-07;01;527;0
2016-02-07;01;871;0
2016-02-07;02;238;0
2016-02-07;02;574;0
2016-02-07;03;176;0
2016-02-07;03;348;0
2016-02-07;04;235;0
2016-02-07;04;99;0
2016-02-07;05;188;0
2016-02-07;05;242;0
2016-02-07;06;207;0
2016-02-07;06;301;0
2016-02-07;07;178;0
2016-02-07;07;505;0
2016-02-07;08;357;0
2016-02-07;08;299;0
2016-02-07;09;367;0
2016-02-07;09;815;0
2016-02-07;10;926;0
2016-02-07;10;1141;0
2016-02-07;11;1232;0
2016-02-07;11;1194;0
2016-02-07;12;773;0
2016-02-07;12;1024;0
2016-02-07;13;899;0
2016-02-07;13;990;0
2016-02-07;14;1008;0
2016-02-07;14;1321;0
2016-02-07;15;1200;0
2016-02-07;15;666;0
2016-02-07;16;1560;0
2016-02-07;16;1044;0
2016-02-07;17;940;0
2016-02-07;17;1561;0
2016-02-07;18;1572;0
2016-02-07;18;1391;0
2016-02-07;19;1879;0
2016-02-07;19;1488;0
2016-02-07;20;1458;0
2016-02-07;20;682;0
2016-02-07;21;542;0
2016-02-07;21;435;0
2016-02-07;22;587;0
2016-02-07;22;781;0
2016-02-07;23;888;0
2016-02-07;23;514;0
2016-02-08;00;531;0
2016-02-08;00;128;0
2016-02-08;01;194;0
2016-02-08;01;179;0
2016-02-08;02;93;0
2016-02-08;02;89;0
2016-02-08;03;83;0
2016-02-08;03;122;0
2016-02-08;04;131;0
2016-02-08;04;170;0
2016-02-08;05;284;0
2016-02-08;05;315;0
2016-02-08;06;425;0
2016-02-08;06;1155;0
2016-02-08;07;1729;0
2016-02-08;07;1382;1
2016-02-08;08;1545;1
2016-02-08;08;710;1
2016-02-08;09;2366;1
2016-02-08;09;2048;1
2016-02-08;10;1176;1
2016-02-08;10;1615;1
2016-02-08;11;1013;1
2016-02-08;11;697;1
2016-02-08;12;1483;1
2016-02-08;12;1312;1
2016-02-08;13;1153;1
2016-02-08;13;1045;1
2016-02-08;14;1127;1
2016-02-08;14;1553;1
2016-02-08;15;1303;1
2016-02-08;15;986;1
2016-02-08;16;912;1
2016-02-08;16;1258;1
2016-02-08;17;1461;1
2016-02-08;17;1692;1
2016-02-08;18;1268;1
2016-02-08;18;1521;1
2016-02-08;19;678;1
2016-02-08;19;1423;0
2016-02-08;20;1809;0
2016-02-08;20;959;0
2016-02-08;21;1068;0
2016-02-08;21;454;0
2016-02-08;22;566;0
2016-02-08;22;404;0
2016-02-08;23;707;0
2016-02-08;23;566;0
2016-02-09;00;333;0
2016-02-09;00;331;0
2016-02-09;01;143;0
2016-02-09;01;190;0
2016-02-09;02;123;0
2016-02-09;02;63;0
2016-02-09;03;97;0
2016-02-09;03;67;0
2016-02-09;04;97;0
2016-02-09;04;174;0
2016-02-09;05;155;0
2016-02-09;05;206;0
2016-02-09;06;297;0
2016-02-09;06;1017;0
2016-02-09;07;1575;0
2016-02-09;07;2036;1
2016-02-09;08;1478;1
2016-02-09;08;1537;1
2016-02-09;09;1555;1
2016-02-09;09;2717;1
2016-02-09;10;1911;1
2016-02-09;10;1964;1
2016-02-09;11;1178;1
2016-02-09;11;976;1
2016-02-09;12;1169;1
2016-02-09;12;1109;1
2016-02-09;13;941;1
2016-02-09;13;892;1
2016-02-09;14;1343;1
2016-02-09;14;1892;1
2016-02-09;15;1378;1
2016-02-09;15;1566;1
2016-02-09;16;1255;1
2016-02-09;16;2274;1
2016-02-09;17;996;1
2016-02-09;17;1531;1
2016-02-09;18;862;1
2016-02-09;18;1144;1
2016-02-09;19;1003;1
2016-02-09;19;1367;0
2016-02-09;20;2275;0
2016-02-09;20;1602;0
2016-02-09;21;1146;0
2016-02-09;21;284;0
2016-02-09;22;363;0
2016-02-09;22;699;0
2016-02-09;23;403;0
2016-02-09;23;693;0
2016-02-10;00;512;0
2016-02-10;00;420;0
2016-02-10;01;221;0
2016-02-10;01;252;0
2016-02-10;02;130;0
2016-02-10;02;53;0
2016-02-10;03;155;0
2016-02-10;03;93;0
2016-02-10;04;232;0
2016-02-10;04;218;0
2016-02-10;05;230;0
2016-02-10;05;287;0
2016-02-10;06;416;0
2016-02-10;06;598;0
2016-02-10;07;957;0
2016-02-10;07;945;1
2016-02-10;08;935;1
2016-02-10;08;1912;1
2016-02-10;09;1669;1
2016-02-10;09;1677;1
2016-02-10;10;1232;1
2016-02-10;10;1820;1
2016-02-10;11;1106;1
2016-02-10;11;1450;1
2016-02-10;12;1761;1
2016-02-10;12;1227;1
2016-02-10;13;1008;1
2016-02-10;13;1393;1
2016-02-10;14;1203;1
2016-02-10;14;1529;1
2016-02-10;15;1673;1
2016-02-10;15;1373;1
2016-02-10;16;1532;1
2016-02-10;16;669;1
2016-02-10;17;1495;1
2016-02-10;17;1037;1
2016-02-10;18;1145;1
2016-02-10;18;714;1
2016-02-10;19;1073;1
2016-02-10;19;2820;0
2016-02-10;20;1719;0
2016-02-10;20;2187;0
2016-02-10;21;1023;0
2016-02-10;21;794;0
2016-02-10;22;508;0
2016-02-10;22;1160;0
2016-02-10;23;731;0
2016-02-10;23;381;0
2016-02-11;00;619;0
2016-02-11;00;339;0
2016-02-11;01;465;0
2016-02-11;01;102;0
2016-02-11;02;95;0
2016-02-11;02;100;0
2016-02-11;03;128;0
2016-02-11;03;101;0
2016-02-11;04;197;0
2016-02-11;04;110;0
2016-02-11;05;211;0
2016-02-11;05;255;0
2016-02-11;06;379;0
2016-02-11;06;1042;0
2016-02-11;07;1257;0
2016-02-11;07;1032;1
2016-02-11;08;1717;1
2016-02-11;08;1284;1
2016-02-11;09;1697;1
2016-02-11;09;1601;1
2016-02-11;10;1484;1
2016-02-11;10;1107;1
2016-02-11;11;2007;1
2016-02-11;11;1757;1
2016-02-11;12;1603;1
2016-02-11;12;940;1
2016-02-11;13;821;1
2016-02-11;13;1170;1
2016-02-11;14;933;1
2016-02-11;14;962;1
2016-02-11;15;1592;1
2016-02-11;15;1371;1
2016-02-11;16;950;1
2016-02-11;16;920;1
2016-02-11;17;1021;1
2016-02-11;17;898;1
2016-02-11;18;963;0
2016-02-11;18;1952;0
2016-02-11;19;1879;0
2016-02-11;19;3016;0
2016-02-11;20;1826;0
2016-02-11;20;1315;0
2016-02-11;21;853;0
2016-02-11;21;753;0
2016-02-11;22;1093;0
2016-02-11;22;1089;0
2016-02-11;23;1006;0
2016-02-11;23;1216;0
2016-02-12;00;640;0
2016-02-12;00;304;0
2016-02-12;01;308;0
2016-02-12;01;213;0
2016-02-12;02;221;0
2016-02-12;02;175;0
2016-02-12;03;134;0
2016-02-12;03;106;0
2016-02-12;04;158;0
2016-02-12;04;99;0
2016-02-12;05;230;0
2016-02-12;05;395;0
2016-02-12;06;406;0
2016-02-12;06;768;0
2016-02-12;07;902;0
2016-02-12;07;1286;1
2016-02-12;08;1211;1
2016-02-12;08;1754;1
2016-02-12;09;1853;1
2016-02-12;09;1590;1
2016-02-12;10;1345;1
2016-02-12;10;1423;1
2016-02-12;11;1762;1
2016-02-12;11;941;1
2016-02-12;12;1060;1
2016-02-12;12;1134;1
2016-02-12;13;975;1
2016-02-12;13;1095;1
2016-02-12;14;1531;1
2016-02-12;14;710;1
2016-02-12;15;756;1
2016-02-12;15;1554;1
2016-02-12;16;1949;1
2016-02-12;16;1168;1
2016-02-12;17;1451;1
2016-02-12;17;1260;1
2016-02-12;18;1657;1
2016-02-12;18;1466;1
2016-02-12;19;1298;1
2016-02-12;19;1846;0
2016-02-12;20;2279;0
2016-02-12;20;941;0
2016-02-12;21;1288;0
2016-02-12;21;1264;0
2016-02-12;22;687;0
2016-02-12;22;999;0
2016-02-12;23;840;0
2016-02-12;23;858;0
2016-02-13;00;903;0
2016-02-13;00;672;0
2016-02-13;01;379;0
2016-02-13;01;557;0
2016-02-13;02;387;0
2016-02-13;02;244;0
2016-02-13;03;206;0
2016-02-13;03;208;0
2016-02-13;04;299;0
2016-02-13;04;315;0
2016-02-13;05;216;0
2016-02-13;05;245;0
2016-02-13;06;285;0
2016-02-13;06;567;0
2016-02-13;07;393;0
2016-02-13;07;682;0
2016-02-13;08;773;0
2016-02-13;08;810;0
2016-02-13;09;937;0
2016-02-13;09;1107;0
2016-02-13;10;1728;0
2016-02-13;10;2143;0
2016-02-13;11;1683;0
2016-02-13;11;1394;0
2016-02-13;12;1336;0
2016-02-13;12;1193;0
2016-02-13;13;1419;0
2016-02-13;13;1232;0
2016-02-13;14;1368;0
2016-02-13;14;904;0
2016-02-13;15;932;0
2016-02-13;15;1292;0
2016-02-13;16;2184;0
2016-02-13;16;1308;0
2016-02-13;17;1571;0
2016-02-13;17;1767;0
2016-02-13;18;1760;0
2016-02-13;18;1502;0
2016-02-13;19;906;0
2016-02-13;19;1323;0
2016-02-13;20;511;0
2016-02-13;20;948;0
2016-02-13;21;836;0
2016-02-13;21;429;0
2016-02-13;22;562;0
2016-02-13;22;1331;0
