cReg,REGIONE,cProv,PROVINCIA,CODICE,NOME STRADA,cCom,COMUNE,INC,IM,MOR,FER
01,Piemonte,001,Torino,AA00401,A 04 -  Torino-Trieste,001034,Brandizzo,2,0,0,2
01,Piemonte,001,Torino,AA00401,A 04 -  Torino-Trieste,001082,Chivasso,7,0,0,15
01,Piemonte,001,Torino,AA00401,A 04 -  Torino-Trieste,001265,Settimo Torinese,8,0,0,15
01,Piemonte,001,Torino,AA00401,A 04 -  Torino-Trieste,001272,Torino,2,0,0,5
01,Piemonte,001,Torino,AA00401,A 04 -  Torino-Trieste,001293,Verolengo,1,0,0,1
01,Piemonte,001,Torino,AA00401,A 04 -  Torino-Trieste,001314,Volpiano,3,0,0,3
01,Piemonte,001,Torino,AA00405,A 04 / A 05 -  Diramazione Ivrea-Santhià,001004,Albiano d'Ivrea,1,0,0,1
01,Piemonte,001,Torino,AA00405,A 04 / A 05 -  Diramazione Ivrea-Santhià,001014,Azeglio,1,0,0,1
01,Piemonte,001,Torino,AA00405,A 04 / A 05 -  Diramazione Ivrea-Santhià,001181,Pavone Canavese,1,0,0,1
01,Piemonte,001,Torino,AA00405,A 04 / A 05 -  Diramazione Ivrea-Santhià,001269,Strambino,1,0,0,2
01,Piemonte,001,Torino,AA00501,A 05 -  Torino-Aosta,001030,Borgofranco d'Ivrea,2,0,0,2
01,Piemonte,001,Torino,AA00501,A 05 -  Torino-Aosta,001106,Foglizzo,11,0,0,17
01,Piemonte,001,Torino,AA00501,A 05 -  Torino-Aosta,001159,Montalenghe,1,0,0,1
01,Piemonte,001,Torino,AA00501,A 05 -  Torino-Aosta,001181,Pavone Canavese,2,0,0,3
01,Piemonte,001,Torino,AA00501,A 05 -  Torino-Aosta,001210,Quincinetto,1,0,0,2
01,Piemonte,001,Torino,AA00501,A 05 -  Torino-Aosta,001233,Salerano Canavese,2,0,0,3
01,Piemonte,001,Torino,AA00501,A 05 -  Torino-Aosta,001236,San Benigno Canavese,2,2,4,9
01,Piemonte,001,Torino,AA00501,A 05 -  Torino-Aosta,001246,San Giusto Canavese,7,0,0,9
01,Piemonte,001,Torino,AA00501,A 05 -  Torino-Aosta,001261,Scarmagno,9,0,0,15
01,Piemonte,001,Torino,AA00501,A 05 -  Torino-Aosta,001265,Settimo Torinese,4,0,0,5
01,Piemonte,001,Torino,AA00501,A 05 -  Torino-Aosta,001271,Tavagnasco,2,0,0,2
01,Piemonte,001,Torino,AA00501,A 05 -  Torino-Aosta,001314,Volpiano,8,0,0,13
01,Piemonte,001,Torino,AA00601,A 06 -  Torino-Savona (La Verdemare),001059,Carmagnola,9,0,0,14
01,Piemonte,001,Torino,AA00601,A 06 -  Torino-Savona (La Verdemare),001156,Moncalieri,2,0,0,2
01,Piemonte,001,Torino,AA00601,A 06 -  Torino-Savona (La Verdemare),001308,Villastellone,2,0,0,3
01,Piemonte,001,Torino,AA02101,A 21 -  Torino-Piacenza-Brescia (Autostrada dei Vini),001078,Chieri,1,0,0,2
01,Piemonte,001,Torino,AA02101,A 21 -  Torino-Piacenza-Brescia (Autostrada dei Vini),001197,Poirino,1,0,0,1
01,Piemonte,001,Torino,AA02101,A 21 -  Torino-Piacenza-Brescia (Autostrada dei Vini),001215,Riva presso Chieri,4,0,0,4
01,Piemonte,001,Torino,AA02101,A 21 -  Torino-Piacenza-Brescia (Autostrada dei Vini),001257,Santena,3,0,0,3
01,Piemonte,001,Torino,AA03201,A 32 -  Torino-Bardonecchia,001013,Avigliana,8,0,0,14
01,Piemonte,001,Torino,AA03201,A 32 -  Torino-Bardonecchia,001022,Bardonecchia,1,1,1,4
01,Piemonte,001,Torino,AA03201,A 32 -  Torino-Bardonecchia,001040,Bruzolo,2,0,0,2
01,Piemonte,001,Torino,AA03201,A 32 -  Torino-Bardonecchia,001044,Bussoleno,3,0,0,5
01,Piemonte,001,Torino,AA03201,A 32 -  Torino-Bardonecchia,001062,Caselette,1,0,0,1
01,Piemonte,001,Torino,AA03201,A 32 -  Torino-Bardonecchia,001076,Chianocco,2,0,0,2
01,Piemonte,001,Torino,AA03201,A 32 -  Torino-Bardonecchia,001080,Chiomonte,1,0,0,1
01,Piemonte,001,Torino,AA03201,A 32 -  Torino-Bardonecchia,001093,Condove,1,0,0,1
